Pin Count,Color Count,Strategy,GPU Mode,Initial Guess,Average Turns,Max Turns,Elapsed (s),Average Game Time (ms),CPU Scores,GPU Scores,Hist_00,Hist_01,Hist_02,Hist_03,Hist_04,Hist_05,Hist_06,Hist_07,Hist_08,Hist_09,Hist_10,Hist_11,Hist_12,Hist_13,Hist_14,Hist_15,Hist_16,Hist_17,Hist_18,Hist_19,Hist_20,Hist_21,Hist_22,Hist_23,Hist_24,Hist_25,Hist_26,Hist_27,Hist_28,Hist_29,Hist_30,Hist_31,Max Secret,Total Codewords,Git Commit Date,Git Commit Hash,Git Branch
2,7,First One,,76,4.55102,7,2.7058e-05,0.000552204,856,0,0,1,4,8,9,11,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,49,2020-12-06 17:35:57 -0800,9b3fd34,master
2,7,First One,,77,5.26531,8,2.4948e-05,0.000509143,863,0,0,1,2,5,7,9,11,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,49,2020-12-06 17:35:57 -0800,9b3fd34,master
2,8,First One,,87,5.17188,8,3.6608e-05,0.000572,1263,0,0,1,4,8,9,11,13,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,64,2020-12-06 17:35:57 -0800,9b3fd34,master
2,8,First One,,88,5.92188,9,3.279e-05,0.000512344,1279,0,0,1,2,5,7,9,11,13,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,64,2020-12-06 17:35:57 -0800,9b3fd34,master
2,9,First One,,98,5.80247,9,4.511e-05,0.000556914,1753,0,0,1,4,8,9,11,13,15,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,81,2020-12-06 17:35:57 -0800,9b3fd34,master
2,9,First One,,99,6.58025,10,4.2645e-05,0.000526481,1780,0,0,1,2,5,7,9,11,13,15,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,81,2020-12-06 17:35:57 -0800,9b3fd34,master
2,10,First One,,a9,6.44,10,6.3919e-05,0.00063919,2336,0,0,1,4,8,9,11,13,15,17,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,100,2020-12-06 17:35:57 -0800,9b3fd34,master
2,10,First One,,aa,7.24,11,5.6033e-05,0.00056033,2376,0,0,1,2,5,7,9,11,13,15,17,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,100,2020-12-06 17:35:57 -0800,9b3fd34,master
2,11,First One,,ba,7.08264,11,7.7371e-05,0.00063943,3022,0,0,1,4,8,9,11,13,15,17,19,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,121,2020-12-06 17:35:57 -0800,9b3fd34,master
2,11,First One,,bb,7.90083,12,7.3056e-05,0.000603769,3077,0,0,1,2,5,7,9,11,13,15,17,19,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a9,121,2020-12-06 17:35:57 -0800,9b3fd34,master
2,12,First One,,cb,7.72917,12,8.8754e-05,0.000616347,3821,0,0,1,4,8,9,11,13,15,17,19,21,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a9,144,2020-12-06 17:35:57 -0800,9b3fd34,master
2,12,First One,,cc,8.5625,13,8.2126e-05,0.000570319,3893,0,0,1,2,5,7,9,11,13,15,17,19,21,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ba,144,2020-12-06 17:35:57 -0800,9b3fd34,master
2,13,First One,,dc,8.3787,13,0.000106914,0.000632627,4743,0,0,1,4,8,9,11,13,15,17,19,21,23,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ba,169,2020-12-06 17:35:57 -0800,9b3fd34,master
2,13,First One,,dd,9.22485,14,9.6928e-05,0.000573538,4834,0,0,1,2,5,7,9,11,13,15,17,19,21,23,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cb,169,2020-12-06 17:35:57 -0800,9b3fd34,master
2,14,First One,,ed,9.03061,14,0.000125554,0.000640582,5798,0,0,1,4,8,9,11,13,15,17,19,21,23,25,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cb,196,2020-12-06 17:35:57 -0800,9b3fd34,master
2,14,First One,,ee,9.88776,15,0.000118943,0.000606852,5910,0,0,1,2,5,7,9,11,13,15,17,19,21,23,25,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dc,196,2020-12-06 17:35:57 -0800,9b3fd34,master
2,15,First One,,fe,9.68444,15,0.000272848,0.00121266,6996,0,0,1,4,8,9,11,13,15,17,19,21,23,25,27,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dc,225,2020-12-06 17:35:57 -0800,9b3fd34,master
2,15,First One,,ff,10.5511,16,0.000218131,0.000969471,7131,0,0,1,2,5,7,9,11,13,15,17,19,21,23,25,27,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ed,225,2020-12-06 17:35:57 -0800,9b3fd34,master
