Pin Count,Color Count,Strategy,GPU Mode,Initial Guess,Average Turns,Max Turns,Elapsed (s),Average Game Time (ms),CPU Scores,GPU Scores,Hist_00,Hist_01,Hist_02,Hist_03,Hist_04,Hist_05,Hist_06,Hist_07,Hist_08,Hist_09,Hist_10,Hist_11,Hist_12,Hist_13,Hist_14,Hist_15,Hist_16,Hist_17,Hist_18,Hist_19,Hist_20,Hist_21,Hist_22,Hist_23,Hist_24,Hist_25,Hist_26,Hist_27,Hist_28,Hist_29,Hist_30,Hist_31,Max Secret,Total Codewords,Git Commit Date,Git Commit Hash,Git Branch
8,4,First One,,44444443,6.02652,10,0.105016,0.00160241,6960272,0,0,1,22,419,4563,13574,25205,18010,3464,262,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21111111,65536,2020-12-06 17:35:57 -0800,9b3fd34,master
8,4,First One,,44444444,6.59308,12,0.13294,0.0020285,6795208,0,0,1,8,150,2211,7341,19087,24253,10767,1562,139,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32211332,65536,2020-12-06 17:35:57 -0800,9b3fd34,master
8,5,First One,,55443321,6.06161,10,1.08752,0.00278406,56904107,0,0,1,41,906,12958,82211,175457,103694,14690,660,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21111132,390625,2020-12-06 17:35:57 -0800,9b3fd34,master
8,5,First One,,55443322,6.04588,10,0.942683,0.00241327,58204714,0,0,1,43,981,14402,86306,170973,100602,16425,869,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31113514,390625,2020-12-06 17:35:57 -0800,9b3fd34,master
8,5,First One,,55544321,6.08002,11,0.908383,0.00232546,56378792,0,0,1,41,918,13133,81582,170965,106729,16492,741,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54323214,390625,2020-12-06 17:35:57 -0800,9b3fd34,master
8,5,First One,,55544332,6.03383,10,0.890911,0.00228073,57984566,0,0,1,43,1010,15054,87796,169754,100373,15842,738,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21111123,390625,2020-12-06 17:35:57 -0800,9b3fd34,master
8,5,First One,,55544432,6.0345,10,0.88962,0.00227743,58142657,0,0,1,43,1016,15280,89696,166212,100687,16821,847,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21111123,390625,2020-12-06 17:35:57 -0800,9b3fd34,master
8,5,First One,,55544433,6.05256,10,0.880802,0.00225485,58472979,0,0,1,43,1050,16031,87849,162969,102722,18866,1060,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21111111,390625,2020-12-06 17:35:57 -0800,9b3fd34,master
8,5,First One,,55554321,6.16922,10,0.840593,0.00215192,56710281,0,0,1,41,890,11749,74856,160939,118341,22496,1287,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15132414,390625,2020-12-06 17:35:57 -0800,9b3fd34,master
8,5,First One,,55554432,6.10245,10,0.905819,0.0023189,58098197,0,0,1,43,1007,13734,81236,164325,109646,19641,973,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21111123,390625,2020-12-06 17:35:57 -0800,9b3fd34,master
