Pin Count,Color Count,Strategy,GPU Mode,Initial Guess,Average Turns,Max Turns,Elapsed (s),Average Game Time (ms),CPU Scores,GPU Scores,Hist_00,Hist_01,Hist_02,Hist_03,Hist_04,Hist_05,Hist_06,Hist_07,Hist_08,Hist_09,Hist_10,Hist_11,Hist_12,Hist_13,Hist_14,Hist_15,Hist_16,Hist_17,Hist_18,Hist_19,Hist_20,Hist_21,Hist_22,Hist_23,Hist_24,Hist_25,Hist_26,Hist_27,Hist_28,Hist_29,Hist_30,Hist_31,Max Secret,Total Codewords,Git Commit Date,Git Commit Hash,Git Branch
3,5,First One,,555,4.568,7,6.2539e-05,0.000500312,2747,0,0,1,3,12,35,58,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,125,2020-12-06 17:35:57 -0800,9b3fd34,master
3,6,First One,,654,4.25463,7,0.000137478,0.000636472,5558,0,0,1,8,32,88,69,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,216,2020-12-06 17:35:57 -0800,9b3fd34,master
3,6,First One,,665,4.58796,7,0.00015606,0.0007225,5658,0,0,1,7,27,58,80,38,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,216,2020-12-06 17:35:57 -0800,9b3fd34,master
3,6,First One,,666,5.25926,8,0.000106622,0.00049362,5666,0,0,1,3,12,35,58,88,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,216,2020-12-06 17:35:57 -0800,9b3fd34,master
3,7,First One,,765,4.79592,8,0.000224216,0.000653691,10143,0,0,1,8,32,88,122,75,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,343,2020-12-06 17:35:57 -0800,9b3fd34,master
3,7,First One,,776,5.24781,8,0.000175631,0.000512044,10390,0,0,1,7,27,58,80,123,42,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,343,2020-12-06 17:35:57 -0800,9b3fd34,master
3,7,First One,,777,5.96793,9,0.000175066,0.000510396,9993,0,0,1,3,12,35,58,88,124,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,343,2020-12-06 17:35:57 -0800,9b3fd34,master
3,8,First One,,876,5.41406,9,0.00034652,0.000676797,16865,0,0,1,8,32,88,119,155,91,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767,512,2020-12-06 17:35:57 -0800,9b3fd34,master
3,8,First One,,887,5.92969,9,0.000263291,0.00051424,17087,0,0,1,7,27,58,80,123,163,48,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,512,2020-12-06 17:35:57 -0800,9b3fd34,master
3,8,First One,,888,6.6875,10,0.00023807,0.00046498,16476,0,0,1,3,12,35,58,88,124,166,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766,512,2020-12-06 17:35:57 -0800,9b3fd34,master
3,9,First One,,987,6.05075,10,0.000397678,0.000545512,26727,0,0,1,8,32,88,119,155,206,102,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878,729,2020-12-06 17:35:57 -0800,9b3fd34,master
3,9,First One,,998,6.62689,10,0.000324697,0.000445401,26553,0,0,1,7,27,58,80,123,163,211,54,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,729,2020-12-06 17:35:57 -0800,9b3fd34,master
3,9,First One,,999,7.41427,11,0.000520808,0.000714414,25769,0,0,1,3,12,35,58,88,124,166,214,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877,729,2020-12-06 17:35:57 -0800,9b3fd34,master
3,10,First One,,a98,6.711,11,0.00132985,0.00132985,39552,0,0,1,8,32,88,119,155,206,259,114,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989,1000,2020-12-06 17:35:57 -0800,9b3fd34,master
3,10,First One,,aa9,7.335,11,0.000609381,0.000609381,39729,0,0,1,7,27,58,80,123,163,211,265,60,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,1000,2020-12-06 17:35:57 -0800,9b3fd34,master
3,10,First One,,aaa,8.146,12,0.000604446,0.000604446,38728,0,0,1,3,12,35,58,88,124,166,214,268,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988,1000,2020-12-06 17:35:57 -0800,9b3fd34,master
3,11,First One,,ba9,7.38843,12,0.00110533,0.000830451,57113,0,0,1,8,32,88,119,155,206,259,319,126,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a9a,1331,2020-12-06 17:35:57 -0800,9b3fd34,master
3,11,First One,,bba,8.05109,12,0.000853822,0.000641489,57504,0,0,1,7,27,58,80,123,163,211,265,325,66,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2aa,1331,2020-12-06 17:35:57 -0800,9b3fd34,master
3,11,First One,,bbb,8.88129,13,0.00127938,0.000961221,56359,0,0,1,3,12,35,58,88,124,166,214,268,328,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a99,1331,2020-12-06 17:35:57 -0800,9b3fd34,master
3,12,First One,,cba,8.0787,13,0.00139857,0.000809357,80161,0,0,1,8,32,88,119,155,206,259,319,385,138,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bab,1728,2020-12-06 17:35:57 -0800,9b3fd34,master
3,12,First One,,ccb,8.77315,13,0.00224535,0.00129939,80825,0,0,1,7,27,58,80,123,163,211,265,325,391,72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2bb,1728,2020-12-06 17:35:57 -0800,9b3fd34,master
3,12,First One,,ccc,9.61921,14,0.00172037,0.000995586,79730,0,0,1,3,12,35,58,88,124,166,214,268,328,394,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,baa,1728,2020-12-06 17:35:57 -0800,9b3fd34,master
3,13,First One,,dcb,8.77879,14,0.00177988,0.00081014,109623,0,0,1,8,32,88,119,155,206,259,319,385,457,150,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cbc,2197,2020-12-06 17:35:57 -0800,9b3fd34,master
3,13,First One,,ddc,9.49977,14,0.00231776,0.00105497,110469,0,0,1,7,27,58,80,123,163,211,265,325,391,463,78,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2cc,2197,2020-12-06 17:35:57 -0800,9b3fd34,master
3,13,First One,,ddd,10.3591,15,0.00163732,0.000745253,109162,0,0,1,3,12,35,58,88,124,166,214,268,328,394,466,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cbb,2197,2020-12-06 17:35:57 -0800,9b3fd34,master
3,14,First One,,edc,9.48652,15,0.00265853,0.000968851,145877,0,0,1,8,32,88,119,155,206,259,319,385,457,535,162,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dcd,2744,2020-12-06 17:35:57 -0800,9b3fd34,master
3,14,First One,,eed,10.23,15,0.00220438,0.000803345,146888,0,0,1,7,27,58,80,123,163,211,265,325,391,463,541,84,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2dd,2744,2020-12-06 17:35:57 -0800,9b3fd34,master
3,14,First One,,eee,11.1006,16,0.00359922,0.00131167,145550,0,0,1,3,12,35,58,88,124,166,214,268,328,394,466,544,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dcc,2744,2020-12-06 17:35:57 -0800,9b3fd34,master
3,15,First One,,fed,10.2003,16,0.00287038,0.000850484,189677,0,0,1,8,32,88,119,155,206,259,319,385,457,535,619,174,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ede,3375,2020-12-06 17:35:57 -0800,9b3fd34,master
3,15,First One,,ffe,10.963,16,0.00397767,0.00117857,191227,0,0,1,7,27,58,80,123,163,211,265,325,391,463,541,625,90,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2ee,3375,2020-12-06 17:35:57 -0800,9b3fd34,master
3,15,First One,,fff,11.8433,17,0.0042524,0.00125997,189681,0,0,1,3,12,35,58,88,124,166,214,268,328,394,466,544,628,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,edd,3375,2020-12-06 17:35:57 -0800,9b3fd34,master
