Pin Count,Color Count,Strategy,GPU Mode,Initial Guess,Average Turns,Max Turns,Elapsed (s),Average Game Time (ms),CPU Scores,GPU Scores,Hist_00,Hist_01,Hist_02,Hist_03,Hist_04,Hist_05,Hist_06,Hist_07,Hist_08,Hist_09,Hist_10,Hist_11,Hist_12,Hist_13,Hist_14,Hist_15,Hist_16,Hist_17,Hist_18,Hist_19,Hist_20,Hist_21,Hist_22,Hist_23,Hist_24,Hist_25,Hist_26,Hist_27,Hist_28,Hist_29,Hist_30,Hist_31,Max Secret,Total Codewords,Git Commit Date,Git Commit Hash,Git Branch
4,2,First One,,2211,2.75,4,1.3156e-05,0.00082225,194,0,0,1,5,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2112,16,2020-12-06 17:35:57 -0800,9b3fd34,master
4,2,First One,,2221,2.75,4,6.362e-06,0.000397625,199,0,0,1,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2111,16,2020-12-06 17:35:57 -0800,9b3fd34,master
4,2,First One,,2222,3.25,5,6.232e-06,0.0003895,247,0,0,1,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2111,16,2020-12-06 17:35:57 -0800,9b3fd34,master
4,3,First One,,3321,3.1358,4,5.1011e-05,0.000629765,1992,0,0,1,11,45,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113,81,2020-12-06 17:35:57 -0800,9b3fd34,master
4,3,First One,,3322,3.19753,5,3.5025e-05,0.000432407,2214,0,0,1,12,40,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2113,81,2020-12-06 17:35:57 -0800,9b3fd34,master
4,3,First One,,3332,3.33333,5,3.4251e-05,0.000422852,2095,0,0,1,10,37,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2111,81,2020-12-06 17:35:57 -0800,9b3fd34,master
4,3,First One,,3333,3.92593,6,3.6768e-05,0.000453926,1712,0,0,1,4,25,26,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2111,81,2020-12-06 17:35:57 -0800,9b3fd34,master
4,4,First One,,4321,3.87891,6,0.000164223,0.000641496,8009,0,0,1,11,54,144,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3223,256,2020-12-06 17:35:57 -0800,9b3fd34,master
4,4,First One,,4432,3.67578,6,0.000194241,0.000758754,7961,0,0,1,13,79,139,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3223,256,2020-12-06 17:35:57 -0800,9b3fd34,master
4,4,First One,,4433,3.75,6,0.000109957,0.00042952,7761,0,0,1,12,79,125,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2111,256,2020-12-06 17:35:57 -0800,9b3fd34,master
4,4,First One,,4443,3.91797,6,0.00019697,0.000769414,7662,0,0,1,10,60,131,46,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,256,2020-12-06 17:35:57 -0800,9b3fd34,master
4,4,First One,,4444,4.48047,7,0.000171293,0.000669113,7149,0,0,1,4,25,108,82,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2321,256,2020-12-06 17:35:57 -0800,9b3fd34,master
4,5,First One,,5432,4.2272,6,0.000543271,0.000869234,23537,0,0,1,13,85,285,226,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1553,625,2020-12-06 17:35:57 -0800,9b3fd34,master
4,5,First One,,5543,4.1952,7,0.000529709,0.000847534,23116,0,0,1,13,91,308,183,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4334,625,2020-12-06 17:35:57 -0800,9b3fd34,master
4,5,First One,,5544,4.2704,7,0.000355352,0.000568563,21751,0,0,1,12,79,304,188,36,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2321,625,2020-12-06 17:35:57 -0800,9b3fd34,master
4,5,First One,,5554,4.4944,7,0.000368172,0.000589075,21404,0,0,1,10,60,245,234,67,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2321,625,2020-12-06 17:35:57 -0800,9b3fd34,master
4,5,First One,,5555,5.0848,8,0.000533727,0.000853963,20708,0,0,1,4,25,108,310,133,38,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3432,625,2020-12-06 17:35:57 -0800,9b3fd34,master
4,6,First One,,6543,4.63812,8,0.00138733,0.00107047,55807,0,0,1,13,91,415,618,146,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4324,1296,2020-12-06 17:35:57 -0800,9b3fd34,master
4,6,First One,,6654,4.73148,8,0.000781298,0.000602853,55290,0,0,1,13,91,386,575,198,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5445,1296,2020-12-06 17:35:57 -0800,9b3fd34,master
4,6,First One,,6655,4.93133,8,0.00151805,0.00117133,54220,0,0,1,12,79,302,575,253,64,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3432,1296,2020-12-06 17:35:57 -0800,9b3fd34,master
4,6,First One,,6665,5.12886,8,0.000754052,0.00058183,50954,0,0,1,10,60,238,530,364,84,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3432,1296,2020-12-06 17:35:57 -0800,9b3fd34,master
4,6,First One,,6666,5.75772,9,0.00126154,0.000973407,48521,0,0,1,4,25,108,310,598,198,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4543,1296,2020-12-06 17:35:57 -0800,9b3fd34,master
4,7,First One,,7654,5.07164,8,0.00232059,0.000966511,114579,0,0,1,13,91,460,1088,651,85,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1545,2401,2020-12-06 17:35:57 -0800,9b3fd34,master
4,7,First One,,7765,5.29363,9,0.00232818,0.000969669,113781,0,0,1,13,91,386,901,745,222,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6556,2401,2020-12-06 17:35:57 -0800,9b3fd34,master
4,7,First One,,7766,5.62807,9,0.00139957,0.000582913,111577,0,0,1,12,79,302,574,955,387,85,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4543,2401,2020-12-06 17:35:57 -0800,9b3fd34,master
4,7,First One,,7776,5.79217,9,0.0014336,0.000597084,106856,0,0,1,10,60,238,529,944,516,94,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4543,2401,2020-12-06 17:35:57 -0800,9b3fd34,master
4,7,First One,,7777,6.47147,10,0.00114653,0.000477521,100713,0,0,1,4,25,108,310,596,1026,271,54,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5654,2401,2020-12-06 17:35:57 -0800,9b3fd34,master
4,8,First One,,8765,5.57837,9,0.00337793,0.000824689,211498,0,0,1,13,91,460,1295,1553,559,113,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656,4096,2020-12-06 17:35:57 -0800,9b3fd34,master
